session_id,user_id,listing_id,seller_id,session_date,device,country,page_views,session_dur_sec,bounced
SS013817,U03090,LST01691,SEL0429,2023-06-03,Android,CZ,7,244,0
SS013818,U00812,LST00316,SEL0141,2023-08-15,Android,DE,6,529,1
SS013819,U01300,LST02261,SEL0078,2023-07-28,Android,RO,8,518,1
SS013820,U00586,LST00452,SEL0410,2023-07-29,Android,SK,4,73,0
SS013821,U00541,LST00940,SEL0031,2023-06-03,iOS,PL,12,465,0
SS013822,U01793,LST02492,SEL0236,2023-08-07,Android,DE,11,506,0
SS013823,U01228,LST01252,SEL0388,2023-07-13,Android,RO,5,535,0
SS013824,U04869,LST00340,SEL0301,2023-06-05,Android,SK,4,427,0
SS013825,U01562,LST02810,SEL0373,2023-08-26,Android,RO,3,484,0
SS013826,U03917,LST02118,SEL0315,2023-07-31,iOS,PL,4,133,0
SS013827,U00944,LST01747,SEL0486,2023-08-13,iOS,SK,4,179,1
SS013828,U01090,LST00108,SEL0349,2023-07-05,iOS,DE,9,81,0
SS013829,U03781,LST01445,SEL0270,2023-07-05,iOS,CZ,2,19,1
SS013830,U02863,LST00177,SEL0050,2023-06-03,Android,SK,4,199,0
SS013831,U00010,LST02034,SEL0421,2023-06-20,Android,SK,4,71,1
SS013832,U02583,LST02014,SEL0095,2023-07-13,Android,DE,3,403,0
SS013833,U01421,LST00536,SEL0421,2023-06-17,Android,DE,12,862,1
SS013834,U04683,LST00495,SEL0384,2023-08-29,Android,CZ,8,702,1
SS013835,U02275,LST02999,SEL0291,2023-06-07,iOS,DE,7,655,0
SS013836,U03298,LST00992,SEL0131,2023-08-09,iOS,SK,1,891,0
SS013837,U02869,LST02545,SEL0351,2023-07-09,iOS,DE,2,13,0
SS013838,U01358,LST00401,SEL0267,2023-06-08,Android,RO,1,385,0
SS013839,U01722,LST00131,SEL0481,2023-07-31,Android,RO,4,797,0
SS013840,U02174,LST01009,SEL0166,2023-08-16,iOS,CZ,9,414,1
SS013841,U02800,LST01905,SEL0497,2023-07-06,Android,DE,5,503,0
SS013842,U00064,LST00743,SEL0437,2023-08-06,Android,RO,11,743,1
SS013843,U03371,LST01545,SEL0345,2023-08-20,Android,SK,3,564,0
SS013844,U04976,LST01010,SEL0118,2023-06-25,Android,PL,6,124,1
SS013845,U02908,LST00300,SEL0161,2023-07-12,iOS,DE,5,114,1
SS013846,U00201,LST01534,SEL0351,2023-06-28,Android,PL,2,371,0
SS013847,U03121,LST01442,SEL0443,2023-07-16,iOS,DE,10,478,0
SS013848,U03845,LST01383,SEL0107,2023-06-01,Android,DE,4,379,0
SS013849,U02990,LST02539,SEL0257,2023-08-13,Android,PL,7,459,1
SS013850,U04152,LST02968,SEL0063,2023-06-16,Android,PL,6,879,0
SS013851,U03319,LST00067,SEL0071,2023-06-20,Android,SK,8,487,1
SS013852,U04210,LST01325,SEL0070,2023-06-12,Android,PL,9,85,1
SS013853,U01928,LST01812,SEL0269,2023-07-30,iOS,DE,3,808,1
SS013854,U03662,LST01713,SEL0285,2023-06-16,iOS,SK,7,622,0
SS013855,U00132,LST00708,SEL0107,2023-06-29,iOS,RO,1,245,0
SS013856,U00740,LST02252,SEL0284,2023-07-24,Android,CZ,3,846,0
SS013857,U03365,LST00284,SEL0106,2023-07-05,Android,CZ,3,344,0
SS013858,U04212,LST02948,SEL0312,2023-08-17,iOS,DE,10,426,0
SS013859,U02730,LST01939,SEL0372,2023-06-13,iOS,PL,8,541,1
SS013860,U03318,LST01256,SEL0329,2023-07-08,Android,PL,10,566,0
SS013861,U02451,LST00539,SEL0142,2023-07-11,Android,CZ,4,220,0
SS013862,U03614,LST02440,SEL0481,2023-07-23,iOS,DE,7,107,0
SS013863,U01675,LST00167,SEL0363,2023-06-16,iOS,PL,10,525,0
SS013864,U01278,LST02825,SEL0090,2023-07-12,iOS,PL,1,597,0
SS013865,U00409,LST01010,SEL0118,2023-06-17,Android,RO,10,736,1
SS013866,U03985,LST00653,SEL0052,2023-08-18,Android,RO,10,295,0
SS013867,U00039,LST01705,SEL0179,2023-06-06,Android,CZ,10,877,0
SS013868,U00871,LST01806,SEL0493,2023-07-09,iOS,PL,5,160,0
SS013869,U02295,LST01458,SEL0351,2023-08-04,iOS,DE,12,687,1
SS013870,U01499,LST00205,SEL0160,2023-06-24,Android,CZ,3,243,0
SS013871,U04376,LST00817,SEL0253,2023-07-07,Android,PL,9,670,1
SS013872,U04207,LST00804,SEL0462,2023-08-24,iOS,DE,2,795,0
SS013873,U02178,LST00738,SEL0400,2023-07-23,iOS,DE,11,428,0
SS013874,U04277,LST00737,SEL0469,2023-06-29,iOS,PL,9,234,0
SS013875,U00224,LST02441,SEL0291,2023-06-30,iOS,RO,7,588,1
SS013876,U02174,LST02368,SEL0348,2023-07-31,iOS,SK,6,325,0
SS013877,U04205,LST02708,SEL0461,2023-08-01,Android,PL,2,100,0
SS013878,U01400,LST01211,SEL0023,2023-06-12,Android,PL,8,567,1
SS013879,U04895,LST02867,SEL0174,2023-06-22,Android,DE,9,858,0
SS013880,U01642,LST02716,SEL0054,2023-06-29,Android,PL,9,22,0
SS013881,U01463,LST01618,SEL0272,2023-08-02,Android,DE,4,889,0
SS013882,U03412,LST02928,SEL0138,2023-06-20,Android,PL,3,245,1
SS013883,U03586,LST02839,SEL0344,2023-07-30,Android,DE,6,899,0
SS013884,U01632,LST00724,SEL0071,2023-08-18,iOS,DE,10,876,0
SS013885,U01749,LST00493,SEL0033,2023-08-28,iOS,CZ,3,330,1
SS013886,U01327,LST02460,SEL0410,2023-08-29,Android,PL,3,499,0
SS013887,U03317,LST00444,SEL0204,2023-08-04,iOS,DE,6,253,1
SS013888,U04454,LST00298,SEL0175,2023-08-16,Android,DE,12,582,0
SS013889,U01169,LST00912,SEL0440,2023-06-05,Android,PL,12,333,1
SS013890,U04179,LST00479,SEL0247,2023-08-24,iOS,RO,11,416,0
SS013891,U02755,LST00563,SEL0200,2023-08-11,Android,DE,12,159,0
SS013892,U00383,LST01066,SEL0083,2023-06-28,iOS,SK,7,839,1
SS013893,U03969,LST00745,SEL0473,2023-07-13,iOS,PL,10,478,1
SS013894,U00222,LST01455,SEL0490,2023-06-07,iOS,PL,1,246,1
SS013895,U04977,LST01075,SEL0022,2023-07-27,Android,DE,7,866,1
SS013896,U00925,LST00313,SEL0091,2023-06-01,iOS,DE,9,524,0
SS013897,U01189,LST01062,SEL0452,2023-07-09,iOS,DE,7,796,1
SS013898,U04045,LST01771,SEL0439,2023-08-06,iOS,DE,1,657,1
SS013899,U01835,LST00913,SEL0146,2023-06-25,Android,PL,2,610,0
SS013900,U00799,LST01021,SEL0042,2023-06-29,Android,PL,4,826,0
SS013901,U04125,LST02458,SEL0161,2023-07-09,Android,CZ,2,507,0
SS013902,U01012,LST02407,SEL0129,2023-08-20,iOS,DE,7,84,0
SS013903,U04370,LST02297,SEL0284,2023-06-03,iOS,DE,1,434,0
SS013904,U00940,LST01605,SEL0347,2023-08-13,iOS,PL,2,499,0
SS013905,U02560,LST01271,SEL0260,2023-06-17,Android,RO,12,186,1
SS013906,U02032,LST02010,SEL0057,2023-08-04,Android,RO,7,50,0
SS013907,U03391,LST02383,SEL0036,2023-07-22,Android,CZ,1,492,0
SS013908,U00216,LST01400,SEL0235,2023-07-13,iOS,SK,3,372,0
SS013909,U00511,LST00134,SEL0189,2023-07-27,iOS,DE,8,413,0
SS013910,U04314,LST00267,SEL0260,2023-07-29,iOS,DE,7,127,0
SS013911,U00419,LST02201,SEL0269,2023-08-18,Android,SK,12,719,0
SS013912,U01478,LST01458,SEL0351,2023-06-22,Android,DE,12,668,1
SS013913,U03651,LST01902,SEL0084,2023-06-23,Android,DE,8,111,0
SS013914,U00802,LST01924,SEL0275,2023-07-23,Android,PL,11,185,0
SS013915,U03664,LST01247,SEL0452,2023-07-03,Android,CZ,12,894,0
SS013916,U04249,LST02346,SEL0280,2023-06-01,Android,PL,1,835,0
SS013917,U01578,LST00350,SEL0484,2023-06-11,Android,PL,4,70,1
SS013918,U03763,LST00880,SEL0350,2023-06-11,iOS,PL,7,481,1
SS013919,U02329,LST01818,SEL0478,2023-07-04,Android,PL,8,478,0
SS013920,U02066,LST00987,SEL0253,2023-06-07,iOS,DE,5,748,0
SS013921,U01833,LST00636,SEL0436,2023-07-20,Android,DE,5,606,0
SS013922,U00875,LST01790,SEL0038,2023-06-11,iOS,SK,5,106,0
SS013923,U04605,LST02038,SEL0256,2023-07-08,iOS,PL,9,573,0
SS013924,U02484,LST00548,SEL0297,2023-08-14,Android,RO,6,116,0
SS013925,U04336,LST01008,SEL0068,2023-07-18,iOS,CZ,7,619,1
SS013926,U03240,LST02141,SEL0460,2023-07-06,Android,DE,6,556,1
SS013927,U02118,LST02903,SEL0325,2023-08-18,Android,DE,6,69,0
SS013928,U01563,LST02565,SEL0370,2023-06-02,iOS,SK,4,404,1
SS013929,U00760,LST00422,SEL0014,2023-08-03,iOS,PL,1,799,0
SS013930,U02563,LST02937,SEL0247,2023-07-31,Android,PL,9,429,0
SS013931,U01180,LST01446,SEL0015,2023-06-11,iOS,DE,4,641,0
SS013932,U00835,LST01512,SEL0269,2023-08-29,Android,PL,10,668,0
SS013933,U03128,LST01761,SEL0213,2023-06-10,iOS,DE,6,548,0
SS013934,U04880,LST02488,SEL0368,2023-06-30,iOS,CZ,7,482,1
SS013935,U01664,LST00866,SEL0277,2023-07-24,Android,CZ,7,800,0
SS013936,U04059,LST02404,SEL0347,2023-07-10,Android,PL,8,278,0
SS013937,U00847,LST00379,SEL0486,2023-08-22,iOS,DE,2,12,1
SS013938,U03632,LST02090,SEL0182,2023-07-30,Android,PL,6,458,1
SS013939,U00674,LST00109,SEL0239,2023-07-17,Android,PL,8,444,0
SS013940,U01371,LST02754,SEL0272,2023-08-19,Android,DE,4,668,0
SS013941,U04601,LST01315,SEL0436,2023-06-16,Android,RO,2,874,0
SS013942,U00159,LST01951,SEL0403,2023-06-24,Android,DE,3,160,0
SS013943,U01987,LST01466,SEL0174,2023-08-19,Android,CZ,3,877,0
SS013944,U02631,LST00127,SEL0046,2023-08-11,iOS,CZ,10,825,1
SS013945,U01330,LST00607,SEL0357,2023-06-18,iOS,DE,11,132,1
SS013946,U02277,LST01439,SEL0335,2023-07-23,Android,SK,12,851,1
SS013947,U03478,LST02959,SEL0021,2023-07-06,Android,DE,11,427,1
SS013948,U03923,LST00052,SEL0464,2023-06-02,Android,DE,10,363,0
SS013949,U00205,LST02858,SEL0491,2023-07-04,Android,CZ,6,382,0
SS013950,U03222,LST01694,SEL0185,2023-08-22,Android,PL,2,438,0
SS013951,U02207,LST02463,SEL0362,2023-06-17,iOS,PL,4,529,1
SS013952,U00913,LST02345,SEL0478,2023-06-04,Android,DE,5,500,1
SS013953,U02349,LST00303,SEL0445,2023-06-17,iOS,PL,1,733,0
SS013954,U03782,LST02059,SEL0366,2023-07-22,Android,RO,2,786,1
SS013955,U03851,LST00369,SEL0052,2023-07-29,Android,PL,10,612,0
SS013956,U00921,LST01712,SEL0420,2023-06-09,Android,SK,2,481,1
SS013957,U04782,LST00861,SEL0294,2023-07-17,iOS,PL,9,690,0
SS013958,U02333,LST01188,SEL0336,2023-07-09,iOS,CZ,8,105,0
SS013959,U02580,LST02790,SEL0021,2023-07-28,Android,RO,4,720,0
SS013960,U04628,LST00011,SEL0288,2023-06-07,Android,CZ,6,723,0
SS013961,U01298,LST00224,SEL0478,2023-07-02,iOS,PL,12,411,1
SS013962,U02023,LST00127,SEL0046,2023-07-09,Android,PL,3,112,1
SS013963,U02496,LST00801,SEL0385,2023-06-12,iOS,CZ,5,314,0
SS013964,U01717,LST02662,SEL0336,2023-07-22,Android,DE,4,612,1
SS013965,U02277,LST02266,SEL0066,2023-06-28,iOS,RO,6,130,1
SS013966,U02250,LST00821,SEL0156,2023-06-20,Android,DE,11,108,0
SS013967,U02043,LST02090,SEL0182,2023-08-29,iOS,PL,1,886,0
SS013968,U04341,LST01811,SEL0167,2023-06-18,Android,DE,10,315,0
SS013969,U03276,LST00497,SEL0350,2023-06-07,Android,PL,11,851,0
SS013970,U03096,LST02827,SEL0456,2023-07-26,iOS,DE,7,573,1
SS013971,U04351,LST00565,SEL0447,2023-07-27,Android,DE,2,259,0
SS013972,U01590,LST01398,SEL0179,2023-08-01,iOS,SK,10,63,0
SS013973,U00515,LST00482,SEL0216,2023-07-24,iOS,SK,2,790,1
SS013974,U04178,LST01660,SEL0458,2023-08-07,iOS,PL,4,382,0
SS013975,U00138,LST00025,SEL0136,2023-07-06,iOS,DE,12,541,0
SS013976,U00209,LST02838,SEL0475,2023-06-05,Android,SK,6,347,1
SS013977,U02148,LST00869,SEL0442,2023-06-24,Android,DE,6,798,0
SS013978,U03448,LST00790,SEL0039,2023-07-16,iOS,PL,12,462,1
SS013979,U00309,LST01583,SEL0057,2023-08-29,Android,PL,3,181,0
SS013980,U04870,LST01064,SEL0481,2023-06-13,iOS,DE,7,178,0
SS013981,U04738,LST01627,SEL0367,2023-08-20,Android,DE,2,629,0
SS013982,U04460,LST00314,SEL0362,2023-07-09,Android,SK,5,577,1
SS013983,U01846,LST00408,SEL0031,2023-06-28,Android,PL,11,521,0
SS013984,U04109,LST01109,SEL0335,2023-08-27,Android,DE,6,412,1
SS013985,U03759,LST00763,SEL0183,2023-08-01,Android,CZ,9,813,1
SS013986,U03767,LST00610,SEL0417,2023-07-01,Android,PL,7,603,0
SS013987,U03840,LST02288,SEL0451,2023-06-25,iOS,DE,7,48,0
SS013988,U04259,LST00974,SEL0411,2023-08-16,iOS,CZ,10,416,0
SS013989,U00778,LST01678,SEL0321,2023-06-30,iOS,DE,9,364,1
SS013990,U00593,LST00825,SEL0105,2023-08-21,Android,DE,1,716,0
SS013991,U04316,LST02082,SEL0303,2023-07-10,iOS,DE,10,549,0
SS013992,U04224,LST00591,SEL0263,2023-07-29,Android,DE,7,234,1
SS013993,U02347,LST01140,SEL0455,2023-06-11,Android,DE,12,778,1
SS013994,U01252,LST02496,SEL0366,2023-07-08,Android,DE,8,753,0
SS013995,U03109,LST01402,SEL0417,2023-06-14,Android,PL,3,668,1
SS013996,U00192,LST02025,SEL0278,2023-06-15,iOS,CZ,10,35,0
SS013997,U02180,LST00994,SEL0104,2023-07-21,iOS,SK,10,62,1
SS013998,U03463,LST02541,SEL0083,2023-07-21,Android,CZ,10,745,0
SS013999,U01163,LST00330,SEL0177,2023-07-23,Android,PL,5,601,0
SS014000,U02397,LST02738,SEL0364,2023-08-20,Android,DE,2,458,1
SS014001,U00368,LST02297,SEL0284,2023-08-10,iOS,DE,8,199,0
SS014002,U00550,LST02966,SEL0335,2023-06-04,iOS,DE,2,352,0
SS014003,U00949,LST02955,SEL0376,2023-06-10,Android,DE,3,100,0
SS014004,U01337,LST02057,SEL0321,2023-06-09,Android,SK,5,279,0
SS014005,U00515,LST01706,SEL0140,2023-06-30,iOS,DE,7,872,0
SS014006,U01294,LST02607,SEL0393,2023-06-08,Android,DE,5,533,1
SS014007,U04692,LST00156,SEL0145,2023-06-22,Android,CZ,9,800,0
SS014008,U02599,LST00667,SEL0377,2023-07-15,Android,DE,9,49,0
SS014009,U00448,LST01507,SEL0071,2023-07-28,Android,DE,10,529,0
SS014010,U02096,LST02551,SEL0283,2023-07-11,iOS,DE,4,520,0
SS014011,U01957,LST00086,SEL0206,2023-08-22,Android,DE,3,320,1
SS014012,U00722,LST01188,SEL0336,2023-07-23,iOS,RO,3,372,1
SS014013,U03909,LST01120,SEL0323,2023-08-01,iOS,RO,5,48,0
SS014014,U00742,LST02052,SEL0395,2023-07-19,Android,PL,9,842,0
SS014015,U04116,LST00341,SEL0163,2023-08-23,Android,PL,5,898,1
SS014016,U04586,LST01609,SEL0121,2023-08-25,iOS,DE,5,873,0
SS014017,U03688,LST02499,SEL0336,2023-07-23,Android,DE,12,676,1
SS014018,U02430,LST02715,SEL0368,2023-06-08,iOS,SK,2,405,1
SS014019,U01005,LST03000,SEL0460,2023-08-20,Android,CZ,3,722,0
SS014020,U01857,LST02702,SEL0354,2023-08-13,Android,PL,11,495,0
SS014021,U02584,LST02891,SEL0496,2023-06-11,Android,DE,9,11,0
SS014022,U02932,LST00959,SEL0266,2023-06-26,Android,DE,2,621,1
SS014023,U00199,LST00291,SEL0085,2023-08-20,Android,DE,12,122,0
SS014024,U00531,LST01797,SEL0029,2023-08-23,Android,DE,2,716,0
SS014025,U03620,LST02328,SEL0328,2023-08-05,iOS,CZ,4,304,1
SS014026,U01616,LST01558,SEL0345,2023-08-07,Android,SK,2,693,0
SS014027,U00475,LST00519,SEL0237,2023-08-28,Android,SK,4,679,1
SS014028,U00853,LST02758,SEL0015,2023-06-06,Android,PL,12,664,1
SS014029,U04288,LST01328,SEL0246,2023-08-10,Android,DE,8,187,0
SS014030,U03116,LST02894,SEL0469,2023-06-18,iOS,DE,2,538,1
SS014031,U00394,LST00367,SEL0360,2023-07-16,Android,SK,8,167,0
SS014032,U03583,LST02566,SEL0341,2023-08-15,iOS,DE,3,351,0
SS014033,U03901,LST01683,SEL0013,2023-07-16,Android,CZ,11,48,0
SS014034,U04636,LST00784,SEL0426,2023-08-14,Android,DE,7,554,0
SS014035,U00663,LST00517,SEL0455,2023-06-29,iOS,CZ,5,437,0
SS014036,U03427,LST02545,SEL0351,2023-07-18,Android,PL,5,373,0
SS014037,U04008,LST00448,SEL0372,2023-07-31,Android,SK,2,90,1
SS014038,U00467,LST02745,SEL0397,2023-06-04,iOS,PL,4,346,0
SS014039,U01370,LST01142,SEL0389,2023-06-24,Android,SK,3,666,0
SS014040,U00792,LST02146,SEL0321,2023-06-14,Android,CZ,8,424,0
SS014041,U03591,LST01522,SEL0264,2023-07-26,Android,DE,11,721,0
SS014042,U00346,LST01771,SEL0439,2023-06-15,Android,CZ,10,333,0
SS014043,U00066,LST02361,SEL0149,2023-06-29,Android,PL,4,564,0
SS014044,U00101,LST00755,SEL0491,2023-06-18,Android,DE,2,490,0
SS014045,U01956,LST00420,SEL0448,2023-07-06,iOS,DE,7,782,1
SS014046,U04960,LST00919,SEL0481,2023-08-19,Android,DE,1,608,0
SS014047,U01064,LST00335,SEL0342,2023-08-23,iOS,CZ,6,92,1
SS014048,U02481,LST01915,SEL0141,2023-07-21,Android,DE,10,269,0
SS014049,U01016,LST00251,SEL0249,2023-07-16,iOS,DE,5,480,0
SS014050,U00994,LST02916,SEL0025,2023-08-20,Android,PL,6,411,1
SS014051,U03523,LST01187,SEL0370,2023-06-28,Android,PL,4,721,0
SS014052,U04969,LST02428,SEL0107,2023-08-03,Android,DE,6,294,0
SS014053,U03165,LST00170,SEL0437,2023-06-30,Android,DE,2,732,0
SS014054,U03003,LST02382,SEL0097,2023-06-10,iOS,DE,11,74,1
SS014055,U04291,LST02748,SEL0038,2023-07-16,iOS,PL,6,160,0
SS014056,U03207,LST01738,SEL0487,2023-08-07,iOS,PL,2,414,0
SS014057,U01623,LST02732,SEL0269,2023-08-27,Android,DE,3,783,0
SS014058,U01624,LST02100,SEL0059,2023-06-11,Android,CZ,1,139,0
SS014059,U02425,LST00369,SEL0052,2023-06-13,Android,PL,1,494,1
SS014060,U02562,LST02527,SEL0416,2023-07-31,Android,DE,9,804,0
SS014061,U02523,LST01478,SEL0455,2023-06-21,iOS,SK,12,124,0
SS014062,U04257,LST02173,SEL0330,2023-06-24,Android,PL,6,469,0
SS014063,U04037,LST02687,SEL0316,2023-08-02,Android,DE,3,473,0
SS014064,U04299,LST01951,SEL0403,2023-08-07,Android,RO,10,89,0
SS014065,U02073,LST00190,SEL0443,2023-07-21,iOS,PL,4,727,0
SS014066,U01825,LST00285,SEL0221,2023-06-13,Android,DE,11,223,1
SS014067,U04381,LST02773,SEL0254,2023-07-29,Android,DE,11,376,0
SS014068,U03272,LST02202,SEL0195,2023-08-20,Android,PL,3,70,0
SS014069,U01602,LST01378,SEL0113,2023-06-10,Android,DE,3,292,0
SS014070,U03683,LST01670,SEL0430,2023-07-03,Android,CZ,10,897,0
SS014071,U00909,LST02617,SEL0379,2023-06-29,iOS,CZ,3,864,0
SS014072,U03086,LST02686,SEL0472,2023-08-26,iOS,SK,2,259,0
SS014073,U04321,LST02815,SEL0004,2023-08-29,Android,DE,8,390,0
SS014074,U00748,LST00824,SEL0072,2023-06-26,Android,PL,12,286,0
SS014075,U04159,LST02687,SEL0316,2023-07-21,Android,PL,3,474,0
SS014076,U03407,LST01067,SEL0265,2023-06-22,Android,PL,9,777,1
SS014077,U03370,LST01501,SEL0418,2023-07-14,iOS,CZ,9,866,1
SS014078,U01734,LST01957,SEL0466,2023-06-03,iOS,DE,8,875,0
SS014079,U04615,LST02179,SEL0142,2023-06-30,Android,DE,11,292,0
SS014080,U03056,LST01891,SEL0125,2023-07-31,iOS,DE,1,818,0
SS014081,U01238,LST00157,SEL0378,2023-06-08,Android,PL,9,94,0
SS014082,U01474,LST02389,SEL0387,2023-06-22,iOS,DE,6,598,0
SS014083,U00139,LST00355,SEL0332,2023-07-07,Android,PL,4,22,1
SS014084,U00446,LST00802,SEL0142,2023-06-24,iOS,DE,4,485,1
SS014085,U00495,LST01856,SEL0362,2023-06-28,Android,SK,2,165,1
SS014086,U03199,LST01364,SEL0422,2023-07-24,iOS,DE,4,312,0
SS014087,U04138,LST02191,SEL0169,2023-08-23,iOS,DE,11,519,0
SS014088,U02444,LST00313,SEL0091,2023-07-26,iOS,SK,10,714,0
SS014089,U02896,LST01770,SEL0416,2023-07-22,iOS,PL,12,134,0
SS014090,U03154,LST01406,SEL0406,2023-06-22,Android,RO,6,200,0
SS014091,U00241,LST00975,SEL0045,2023-08-09,iOS,CZ,3,68,1
SS014092,U04145,LST02360,SEL0436,2023-06-18,Android,PL,3,638,0
SS014093,U03262,LST01256,SEL0329,2023-07-03,Android,DE,2,809,0
SS014094,U04394,LST01850,SEL0262,2023-07-18,Android,PL,11,123,0
SS014095,U02154,LST01357,SEL0146,2023-08-15,Android,DE,9,838,0
SS014096,U00456,LST01709,SEL0075,2023-08-09,Android,DE,8,382,0
SS014097,U00600,LST00088,SEL0156,2023-08-23,Android,PL,6,658,1
SS014098,U02282,LST02096,SEL0265,2023-07-17,Android,CZ,10,37,0
SS014099,U01469,LST01254,SEL0051,2023-08-14,Android,RO,8,900,1
SS014100,U04517,LST02653,SEL0108,2023-07-27,Android,PL,12,559,0
SS014101,U04199,LST00798,SEL0496,2023-08-20,Android,PL,12,845,0
SS014102,U01919,LST01250,SEL0316,2023-08-27,Android,DE,5,98,0
SS014103,U01658,LST01811,SEL0167,2023-06-07,iOS,PL,5,179,1
SS014104,U02539,LST00358,SEL0100,2023-08-26,Android,DE,2,854,1
SS014105,U04731,LST01733,SEL0200,2023-06-08,Android,PL,10,408,1
SS014106,U00203,LST01886,SEL0366,2023-08-17,Android,DE,11,473,0
SS014107,U04769,LST02604,SEL0418,2023-06-06,iOS,PL,7,750,1
SS014108,U02036,LST01324,SEL0034,2023-06-01,iOS,PL,2,101,0
SS014109,U04412,LST01704,SEL0314,2023-07-02,Android,RO,9,356,0
SS014110,U03683,LST00607,SEL0357,2023-06-16,Android,PL,1,212,1
SS014111,U00495,LST00434,SEL0418,2023-06-04,Android,DE,11,220,0
SS014112,U01248,LST01632,SEL0121,2023-06-19,Android,DE,9,888,0
SS014113,U04577,LST00899,SEL0057,2023-08-01,iOS,CZ,1,814,0
SS014114,U00324,LST02918,SEL0339,2023-08-06,Android,RO,11,415,1
SS014115,U03458,LST02492,SEL0236,2023-06-28,iOS,DE,6,556,0
SS014116,U01403,LST00781,SEL0399,2023-06-04,Android,PL,12,445,1
SS014117,U04046,LST00672,SEL0107,2023-06-09,iOS,DE,7,652,0
SS014118,U00330,LST02957,SEL0162,2023-08-07,Android,CZ,2,823,0
SS014119,U04326,LST00017,SEL0097,2023-07-25,Android,CZ,3,479,1
SS014120,U00718,LST02218,SEL0016,2023-06-23,Android,DE,12,738,0
SS014121,U02271,LST02399,SEL0413,2023-08-24,Android,DE,5,164,0
SS014122,U02784,LST00413,SEL0348,2023-07-15,iOS,RO,9,396,0
SS014123,U03951,LST00515,SEL0247,2023-06-09,iOS,DE,12,292,0
SS014124,U01734,LST02354,SEL0158,2023-07-05,iOS,DE,3,359,0
SS014125,U00050,LST02904,SEL0030,2023-06-03,Android,RO,2,37,0
SS014126,U00213,LST01222,SEL0364,2023-07-22,Android,SK,2,329,1
SS014127,U01458,LST00859,SEL0039,2023-06-29,iOS,SK,7,352,0
SS014128,U02455,LST01424,SEL0203,2023-08-11,Android,SK,1,671,0
SS014129,U02310,LST00734,SEL0024,2023-07-30,Android,DE,6,327,0
SS014130,U01113,LST00114,SEL0200,2023-06-27,iOS,DE,3,71,0
SS014131,U00611,LST02009,SEL0344,2023-08-02,iOS,DE,11,36,0
SS014132,U04630,LST02620,SEL0092,2023-07-30,iOS,DE,1,730,1
SS014133,U01801,LST00530,SEL0492,2023-06-17,Android,DE,5,529,1
SS014134,U04499,LST02928,SEL0138,2023-06-30,iOS,RO,10,407,1
SS014135,U02830,LST00664,SEL0094,2023-08-27,iOS,DE,5,893,0
SS014136,U02508,LST00978,SEL0040,2023-08-24,iOS,CZ,11,441,0
SS014137,U03589,LST02346,SEL0280,2023-07-03,iOS,RO,10,354,1
SS014138,U00867,LST00489,SEL0078,2023-08-10,iOS,DE,2,335,0
SS014139,U02258,LST01966,SEL0392,2023-08-14,Android,PL,8,862,0
SS014140,U04370,LST00064,SEL0308,2023-06-03,Android,DE,11,580,1
SS014141,U04432,LST02850,SEL0215,2023-08-07,Android,PL,1,561,0
SS014142,U01222,LST02597,SEL0490,2023-08-19,Android,PL,7,56,1
SS014143,U00446,LST01456,SEL0061,2023-07-07,iOS,RO,2,317,0
SS014144,U04890,LST00823,SEL0422,2023-06-11,Android,DE,11,37,0
SS014145,U03553,LST00586,SEL0357,2023-07-22,iOS,RO,8,676,0
SS014146,U00831,LST00765,SEL0234,2023-07-28,iOS,DE,12,472,0
SS014147,U01778,LST02284,SEL0401,2023-07-04,Android,PL,8,588,0
SS014148,U04579,LST01856,SEL0362,2023-08-15,Android,PL,2,224,0
SS014149,U00920,LST00055,SEL0378,2023-08-06,iOS,DE,2,501,1
SS014150,U00307,LST02973,SEL0117,2023-08-26,Android,RO,6,342,0
SS014151,U01313,LST01663,SEL0327,2023-07-23,Android,PL,10,375,0
SS014152,U00626,LST02204,SEL0214,2023-07-11,Android,PL,6,37,1
SS014153,U04260,LST01719,SEL0232,2023-06-28,iOS,PL,5,355,0
SS014154,U01428,LST00605,SEL0223,2023-08-06,Android,PL,12,22,1
SS014155,U03424,LST00051,SEL0343,2023-08-02,Android,DE,10,255,1
SS014156,U03407,LST02520,SEL0140,2023-08-21,iOS,PL,3,450,0
SS014157,U04933,LST01573,SEL0461,2023-06-16,Android,SK,9,83,0
SS014158,U04307,LST00751,SEL0432,2023-07-28,Android,DE,2,374,1
SS014159,U00595,LST00471,SEL0486,2023-06-20,Android,DE,9,236,0
SS014160,U04103,LST00779,SEL0002,2023-08-19,iOS,RO,8,139,0
SS014161,U03438,LST02789,SEL0438,2023-06-23,Android,RO,1,386,0
SS014162,U03529,LST02935,SEL0382,2023-06-11,Android,DE,10,628,0
SS014163,U04569,LST01028,SEL0060,2023-06-03,Android,DE,7,450,1
SS014164,U01630,LST02902,SEL0372,2023-06-29,Android,CZ,8,655,1
SS014165,U04368,LST02975,SEL0085,2023-07-27,iOS,CZ,3,714,1
SS014166,U00397,LST01014,SEL0375,2023-06-24,Android,DE,6,495,0
SS014167,U03718,LST00309,SEL0475,2023-08-09,Android,PL,8,694,0
SS014168,U01323,LST00607,SEL0357,2023-06-16,iOS,DE,12,889,0
SS014169,U02349,LST02345,SEL0478,2023-08-22,iOS,DE,5,848,0
